"file"	"rel_file"	"line"	"block"	"token"	"text"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1622"	"def _write_warning_inventory"	"GRIB"	"raise RuntimeError(""No PM2P5FIRE candidate rows found in _grib_edge_summary.csv"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1625"	"def _write_warning_inventory"	"gfas"	"gfas_xyz_rows: List[List[object]] = []"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1625"	"def _write_warning_inventory"	"GFAS"	"gfas_xyz_rows: List[List[object]] = []"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1635"	"def _write_warning_inventory"	"gfas"	"src_grib = gfas_dir / file_name"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1635"	"def _write_warning_inventory"	"GFAS"	"src_grib = gfas_dir / file_name"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1635"	"def _write_warning_inventory"	"grib"	"src_grib = gfas_dir / file_name"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1635"	"def _write_warning_inventory"	"GRIB"	"src_grib = gfas_dir / file_name"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1636"	"def _write_warning_inventory"	"grib"	"if not src_grib.exists():"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1636"	"def _write_warning_inventory"	"GRIB"	"if not src_grib.exists():"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1646"	"def _write_warning_inventory"	"gfas"	"extracted_msg = qa_dir / f""gfas_pm2p5fire_{year_int}_message1.grib"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1646"	"def _write_warning_inventory"	"GFAS"	"extracted_msg = qa_dir / f""gfas_pm2p5fire_{year_int}_message1.grib"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1646"	"def _write_warning_inventory"	"grib"	"extracted_msg = qa_dir / f""gfas_pm2p5fire_{year_int}_message1.grib"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1646"	"def _write_warning_inventory"	"GRIB"	"extracted_msg = qa_dir / f""gfas_pm2p5fire_{year_int}_message1.grib"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1647"	"def _write_warning_inventory"	"grib"	"next_idx, payload_bytes = _extract_first_message_by_next_grib(src_grib, extracted_msg)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1647"	"def _write_warning_inventory"	"GRIB"	"next_idx, payload_bytes = _extract_first_message_by_next_grib(src_grib, extracted_msg)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1649"	"def _write_warning_inventory"	"gfas"	"xyz_path = qa_dir / f""gfas_pm2p5fire_{year_int}_portugal.xyz"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1649"	"def _write_warning_inventory"	"GFAS"	"xyz_path = qa_dir / f""gfas_pm2p5fire_{year_int}_portugal.xyz"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1651"	"def _write_warning_inventory"	"gdal"	"gdal_translate,"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1663"	"def _write_warning_inventory"	"gfas"	"warning_rows.extend(_capture_warning_rows(""gdal_translate"", f""GFAS_PM2P5_{year_int}"", stdout + ""\n"" + stderr))"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1663"	"def _write_warning_inventory"	"GFAS"	"warning_rows.extend(_capture_warning_rows(""gdal_translate"", f""GFAS_PM2P5_{year_int}"", stdout + ""\n"" + stderr))"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1663"	"def _write_warning_inventory"	"gdal"	"warning_rows.extend(_capture_warning_rows(""gdal_translate"", f""GFAS_PM2P5_{year_int}"", stdout + ""\n"" + stderr))"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1665"	"def _write_warning_inventory"	"gdal"	"raise RuntimeError(f""gdal_translate failed for {file_name} year={year_int}; rc={rc}"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1667"	"def _write_warning_inventory"	"gdal"	"raise RuntimeError(f""gdal_translate output missing: {xyz_path}"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1675"	"def _write_warning_inventory"	"gfas"	"methods[year_int] = ""gfas_pm2p5fire_gdal_message1_negative_lon_proxy"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1675"	"def _write_warning_inventory"	"GFAS"	"methods[year_int] = ""gfas_pm2p5fire_gdal_message1_negative_lon_proxy"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1675"	"def _write_warning_inventory"	"gdal"	"methods[year_int] = ""gfas_pm2p5fire_gdal_message1_negative_lon_proxy"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1682"	"def _write_warning_inventory"	"grib"	"str(src_grib),"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1682"	"def _write_warning_inventory"	"GRIB"	"str(src_grib),"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1713"	"def _write_warning_inventory"	"gfas"	"""method"": ""gfas_pm2p5fire_gdal_negative_lon"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1713"	"def _write_warning_inventory"	"GFAS"	"""method"": ""gfas_pm2p5fire_gdal_negative_lon"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1713"	"def _write_warning_inventory"	"gdal"	"""method"": ""gfas_pm2p5fire_gdal_negative_lon"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1719"	"def _write_warning_inventory"	"gfas"	"gfas_xyz_rows.append([file_name, date_iso, x, y, v])"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1719"	"def _write_warning_inventory"	"GFAS"	"gfas_xyz_rows.append([file_name, date_iso, x, y, v])"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1722"	"def _write_warning_inventory"	"2024"	"raise RuntimeError(""PM2P5FIRE decoder produced no annual anchors within 2015-2024."")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1731"	"def _write_warning_inventory"	"gfas"	"fallback_method = str(filled_methods.get(y, ""gfas_pm2p5fire_unknown""))"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1731"	"def _write_warning_inventory"	"GFAS"	"fallback_method = str(filled_methods.get(y, ""gfas_pm2p5fire_unknown""))"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1732"	"def _write_warning_inventory"	"parquet"	"if fallback_method.startswith(""primary_parquet_""):"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1733"	"def _write_warning_inventory"	"parquet"	"fallback_method = ""gfas_pm2p5fire_"" + fallback_method[len(""primary_parquet_"") :]"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1733"	"def _write_warning_inventory"	"gfas"	"fallback_method = ""gfas_pm2p5fire_"" + fallback_method[len(""primary_parquet_"") :]"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1733"	"def _write_warning_inventory"	"GFAS"	"fallback_method = ""gfas_pm2p5fire_"" + fallback_method[len(""primary_parquet_"") :]"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1738"	"def _write_warning_inventory"	"gfas"	"qa_dir / ""gfas_pm2p5fire_message_inventory.tsv"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1738"	"def _write_warning_inventory"	"GFAS"	"qa_dir / ""gfas_pm2p5fire_message_inventory.tsv"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1742"	"def _write_warning_inventory"	"grib"	"""source_grib_path"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1742"	"def _write_warning_inventory"	"GRIB"	"""source_grib_path"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1745"	"def _write_warning_inventory"	"grib"	"""next_grib_offset"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1745"	"def _write_warning_inventory"	"GRIB"	"""next_grib_offset"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1754"	"def _write_warning_inventory"	"gfas"	"qa_dir / ""gfas_pm2p5fire_portugal_xyz.csv"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1754"	"def _write_warning_inventory"	"GFAS"	"qa_dir / ""gfas_pm2p5fire_portugal_xyz.csv"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1756"	"def _write_warning_inventory"	"gfas"	"gfas_xyz_rows,"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1756"	"def _write_warning_inventory"	"GFAS"	"gfas_xyz_rows,"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1760"	"def _write_warning_inventory"	"gfas"	"qa_dir / ""gfas_pm2p5fire_portugal_daily_summary.csv"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1760"	"def _write_warning_inventory"	"GFAS"	"qa_dir / ""gfas_pm2p5fire_portugal_daily_summary.csv"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1778"	"def _write_warning_inventory"	"era5"	"era5_candidates = sorted(modulec_datos.glob(""*ERA5*.zip""))"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1778"	"def _write_warning_inventory"	"ERA5"	"era5_candidates = sorted(modulec_datos.glob(""*ERA5*.zip""))"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1779"	"def _write_warning_inventory"	"era5"	"era5_zip = era5_candidates[0] if era5_candidates else None"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1779"	"def _write_warning_inventory"	"ERA5"	"era5_zip = era5_candidates[0] if era5_candidates else None"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1780"	"def _write_warning_inventory"	"era5"	"if era5_zip is None or not era5_zip.exists():"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1780"	"def _write_warning_inventory"	"ERA5"	"if era5_zip is None or not era5_zip.exists():"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1781"	"def _write_warning_inventory"	"era5"	"raise FileNotFoundError(""ERA5 zip not found for decoder probe."")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1781"	"def _write_warning_inventory"	"ERA5"	"raise FileNotFoundError(""ERA5 zip not found for decoder probe."")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1782"	"def _write_warning_inventory"	"era5"	"era5_vsi = f""/vsizip/{era5_zip.as_posix()}/data.grib"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1782"	"def _write_warning_inventory"	"ERA5"	"era5_vsi = f""/vsizip/{era5_zip.as_posix()}/data.grib"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1782"	"def _write_warning_inventory"	"grib"	"era5_vsi = f""/vsizip/{era5_zip.as_posix()}/data.grib"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1782"	"def _write_warning_inventory"	"GRIB"	"era5_vsi = f""/vsizip/{era5_zip.as_posix()}/data.grib"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1783"	"def _write_warning_inventory"	"era5"	"rc_i, out_i, err_i = _run_external([gdalinfo, era5_vsi], timeout_sec=180)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1783"	"def _write_warning_inventory"	"ERA5"	"rc_i, out_i, err_i = _run_external([gdalinfo, era5_vsi], timeout_sec=180)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1783"	"def _write_warning_inventory"	"gdal"	"rc_i, out_i, err_i = _run_external([gdalinfo, era5_vsi], timeout_sec=180)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1784"	"def _write_warning_inventory"	"era5"	"warning_rows.extend(_capture_warning_rows(""gdalinfo"", ""ERA5_INFO"", out_i + ""\n"" + err_i))"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1784"	"def _write_warning_inventory"	"ERA5"	"warning_rows.extend(_capture_warning_rows(""gdalinfo"", ""ERA5_INFO"", out_i + ""\n"" + err_i))"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1784"	"def _write_warning_inventory"	"gdal"	"warning_rows.extend(_capture_warning_rows(""gdalinfo"", ""ERA5_INFO"", out_i + ""\n"" + err_i))"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1786"	"def _write_warning_inventory"	"era5"	"raise RuntimeError(f""gdalinfo failed for ERA5: rc={rc_i}"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1786"	"def _write_warning_inventory"	"ERA5"	"raise RuntimeError(f""gdalinfo failed for ERA5: rc={rc_i}"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1786"	"def _write_warning_inventory"	"gdal"	"raise RuntimeError(f""gdalinfo failed for ERA5: rc={rc_i}"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1788"	"def _write_warning_inventory"	"grib"	"has_10u = (""10 metre u wind component"" in low_info) or (""grib_element=10u"" in low_info)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1788"	"def _write_warning_inventory"	"GRIB"	"has_10u = (""10 metre u wind component"" in low_info) or (""grib_element=10u"" in low_info)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1789"	"def _write_warning_inventory"	"grib"	"has_10v = (""10 metre v wind component"" in low_info) or (""grib_element=10v"" in low_info)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1789"	"def _write_warning_inventory"	"GRIB"	"has_10v = (""10 metre v wind component"" in low_info) or (""grib_element=10v"" in low_info)"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1791"	"def _write_warning_inventory"	"era5"	"raise RuntimeError(""ERA5 10U/10V not detected in GDAL probe."")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1791"	"def _write_warning_inventory"	"ERA5"	"raise RuntimeError(""ERA5 10U/10V not detected in GDAL probe."")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1791"	"def _write_warning_inventory"	"gdal"	"raise RuntimeError(""ERA5 10U/10V not detected in GDAL probe."")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1793"	"def _write_warning_inventory"	"era5"	"era5_u_xyz = qa_dir / ""era5_10u_portugal.xyz"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1793"	"def _write_warning_inventory"	"ERA5"	"era5_u_xyz = qa_dir / ""era5_10u_portugal.xyz"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1794"	"def _write_warning_inventory"	"era5"	"era5_v_xyz = qa_dir / ""era5_10v_portugal.xyz"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1794"	"def _write_warning_inventory"	"ERA5"	"era5_v_xyz = qa_dir / ""era5_10v_portugal.xyz"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\moduleC_pipeline_v2.py"	"pipeline\moduleC_pipeline_v2.py"	"1795"	"def _write_warning_inventory"	"era5"	"rc_u, out_u, err_u = _run_external([gdal_translate, ""-of"", ""XYZ"", ""-b"", ""1"", era5_vsi, str(era5_u_xyz)], timeout_sec=240)"
