"file"	"rel_file"	"line"	"token"	"text"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"51"	"ERA5"	"Braga;Braga;MUNICIPIO;143.81348358337112;5.992228482640463;112137.56673246097;102766.93127775202;2214.3988906311765;3.0;1.0;MED;143.8134835833711;115.0507868666969;-28.7626967166742;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;10495758.0;666.3567903413601;641.6262794887052;13728273769.033466;MEDIUM_PRIORITY;""IECH_mean=143.81348358337112; recurrence=MED; delta_S1_minus_S0=-28.7626967166742; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"51"	"SMOKE_ROUTE_BLOCKED"	"Braga;Braga;MUNICIPIO;143.81348358337112;5.992228482640463;112137.56673246097;102766.93127775202;2214.3988906311765;3.0;1.0;MED;143.8134835833711;115.0507868666969;-28.7626967166742;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;10495758.0;666.3567903413601;641.6262794887052;13728273769.033466;MEDIUM_PRIORITY;""IECH_mean=143.81348358337112; recurrence=MED; delta_S1_minus_S0=-28.7626967166742; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"51"	"BLOCKED_FOR_CAUSAL_CLAIM"	"Braga;Braga;MUNICIPIO;143.81348358337112;5.992228482640463;112137.56673246097;102766.93127775202;2214.3988906311765;3.0;1.0;MED;143.8134835833711;115.0507868666969;-28.7626967166742;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;10495758.0;666.3567903413601;641.6262794887052;13728273769.033466;MEDIUM_PRIORITY;""IECH_mean=143.81348358337112; recurrence=MED; delta_S1_minus_S0=-28.7626967166742; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"51"	"NO-GO_SCIENTIFIC_THRESHOLD"	"Braga;Braga;MUNICIPIO;143.81348358337112;5.992228482640463;112137.56673246097;102766.93127775202;2214.3988906311765;3.0;1.0;MED;143.8134835833711;115.0507868666969;-28.7626967166742;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;10495758.0;666.3567903413601;641.6262794887052;13728273769.033466;MEDIUM_PRIORITY;""IECH_mean=143.81348358337112; recurrence=MED; delta_S1_minus_S0=-28.7626967166742; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"52"	"v0_gfas_era5_real"	"Bragança;Bragança;MUNICIPIO;143.81348358337112;5.992228482640463;19980.27025633711;17326.85760793168;3832.6343507959728;3.0;2.0;MED;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;3818056.0;281.34468833465763;1884.9992799490328;8271222586.169354;MEDIUM_PRIORITY;""IECH_mean=143.81348358337112; recurrence=MED; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"52"	"GFAS"	"Bragança;Bragança;MUNICIPIO;143.81348358337112;5.992228482640463;19980.27025633711;17326.85760793168;3832.6343507959728;3.0;2.0;MED;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;3818056.0;281.34468833465763;1884.9992799490328;8271222586.169354;MEDIUM_PRIORITY;""IECH_mean=143.81348358337112; recurrence=MED; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"52"	"ERA5"	"Bragança;Bragança;MUNICIPIO;143.81348358337112;5.992228482640463;19980.27025633711;17326.85760793168;3832.6343507959728;3.0;2.0;MED;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;3818056.0;281.34468833465763;1884.9992799490328;8271222586.169354;MEDIUM_PRIORITY;""IECH_mean=143.81348358337112; recurrence=MED; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"52"	"SMOKE_ROUTE_BLOCKED"	"Bragança;Bragança;MUNICIPIO;143.81348358337112;5.992228482640463;19980.27025633711;17326.85760793168;3832.6343507959728;3.0;2.0;MED;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;3818056.0;281.34468833465763;1884.9992799490328;8271222586.169354;MEDIUM_PRIORITY;""IECH_mean=143.81348358337112; recurrence=MED; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"52"	"BLOCKED_FOR_CAUSAL_CLAIM"	"Bragança;Bragança;MUNICIPIO;143.81348358337112;5.992228482640463;19980.27025633711;17326.85760793168;3832.6343507959728;3.0;2.0;MED;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;3818056.0;281.34468833465763;1884.9992799490328;8271222586.169354;MEDIUM_PRIORITY;""IECH_mean=143.81348358337112; recurrence=MED; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"52"	"NO-GO_SCIENTIFIC_THRESHOLD"	"Bragança;Bragança;MUNICIPIO;143.81348358337112;5.992228482640463;19980.27025633711;17326.85760793168;3832.6343507959728;3.0;2.0;MED;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;3818056.0;281.34468833465763;1884.9992799490328;8271222586.169354;MEDIUM_PRIORITY;""IECH_mean=143.81348358337112; recurrence=MED; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"53"	"v0_gfas_era5_real"	"Cabeceiras de Basto;Cabeceiras de Basto;MUNICIPIO;143.81348358337112;5.992228482640463;9581.443320373774;8785.806361438357;13162.817716259919;3.0;3.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1885271.0;3994.713742774456;8663.98256964942;23865073055.619675;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"53"	"GFAS"	"Cabeceiras de Basto;Cabeceiras de Basto;MUNICIPIO;143.81348358337112;5.992228482640463;9581.443320373774;8785.806361438357;13162.817716259919;3.0;3.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1885271.0;3994.713742774456;8663.98256964942;23865073055.619675;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"53"	"ERA5"	"Cabeceiras de Basto;Cabeceiras de Basto;MUNICIPIO;143.81348358337112;5.992228482640463;9581.443320373774;8785.806361438357;13162.817716259919;3.0;3.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1885271.0;3994.713742774456;8663.98256964942;23865073055.619675;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"53"	"SMOKE_ROUTE_BLOCKED"	"Cabeceiras de Basto;Cabeceiras de Basto;MUNICIPIO;143.81348358337112;5.992228482640463;9581.443320373774;8785.806361438357;13162.817716259919;3.0;3.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1885271.0;3994.713742774456;8663.98256964942;23865073055.619675;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"53"	"BLOCKED_FOR_CAUSAL_CLAIM"	"Cabeceiras de Basto;Cabeceiras de Basto;MUNICIPIO;143.81348358337112;5.992228482640463;9581.443320373774;8785.806361438357;13162.817716259919;3.0;3.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1885271.0;3994.713742774456;8663.98256964942;23865073055.619675;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"53"	"NO-GO_SCIENTIFIC_THRESHOLD"	"Cabeceiras de Basto;Cabeceiras de Basto;MUNICIPIO;143.81348358337112;5.992228482640463;9581.443320373774;8785.806361438357;13162.817716259919;3.0;3.0;HIGH;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1885271.0;3994.713742774456;8663.98256964942;23865073055.619675;HIGH_PRIORITY;""IECH_mean=143.81348358337112; recurrence=HIGH; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"54"	"v0_gfas_era5_real"	"Cadaval;Cadaval;MUNICIPIO;143.81348358337112;5.992228482640463;9689.555461952074;10179.174253989515;339.57671548468386;3.0;0.0;LOW;143.8134835833711;115.0507868666969;-28.7626967166742;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1912564.0;259.65707284576274;61.412813055821125;614066705.2594768;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.7626967166742; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"54"	"GFAS"	"Cadaval;Cadaval;MUNICIPIO;143.81348358337112;5.992228482640463;9689.555461952074;10179.174253989515;339.57671548468386;3.0;0.0;LOW;143.8134835833711;115.0507868666969;-28.7626967166742;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1912564.0;259.65707284576274;61.412813055821125;614066705.2594768;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.7626967166742; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"54"	"ERA5"	"Cadaval;Cadaval;MUNICIPIO;143.81348358337112;5.992228482640463;9689.555461952074;10179.174253989515;339.57671548468386;3.0;0.0;LOW;143.8134835833711;115.0507868666969;-28.7626967166742;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1912564.0;259.65707284576274;61.412813055821125;614066705.2594768;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.7626967166742; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"54"	"SMOKE_ROUTE_BLOCKED"	"Cadaval;Cadaval;MUNICIPIO;143.81348358337112;5.992228482640463;9689.555461952074;10179.174253989515;339.57671548468386;3.0;0.0;LOW;143.8134835833711;115.0507868666969;-28.7626967166742;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1912564.0;259.65707284576274;61.412813055821125;614066705.2594768;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.7626967166742; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"54"	"BLOCKED_FOR_CAUSAL_CLAIM"	"Cadaval;Cadaval;MUNICIPIO;143.81348358337112;5.992228482640463;9689.555461952074;10179.174253989515;339.57671548468386;3.0;0.0;LOW;143.8134835833711;115.0507868666969;-28.7626967166742;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1912564.0;259.65707284576274;61.412813055821125;614066705.2594768;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.7626967166742; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"54"	"NO-GO_SCIENTIFIC_THRESHOLD"	"Cadaval;Cadaval;MUNICIPIO;143.81348358337112;5.992228482640463;9689.555461952074;10179.174253989515;339.57671548468386;3.0;0.0;LOW;143.8134835833711;115.0507868666969;-28.7626967166742;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;1912564.0;259.65707284576274;61.412813055821125;614066705.2594768;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.7626967166742; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"brief\causal_matrix\causal_matrix_IECH_municipio.csv"	"55"	"v0_gfas_era5_real"	"Caldas da Rainha;Caldas da Rainha;MUNICIPIO;143.81348358337112;5.992228482640463;32827.04940835954;30839.907929907513;366.3259980456287;3.0;0.0;LOW;143.8134835833711;115.05078686669688;-28.762696716674213;Acrisols;1.0;Fallback WRB global class from raster metadata after zonal and centroid extraction failures.;5945343.0;137.962596793928;217.22746829721262;2111726767.159157;MONITOR;""IECH_mean=143.81348358337112; recurrence=LOW; delta_S1_minus_S0=-28.762696716674213; WRB as contextual descriptor."";SMOKE_ROUTE_BLOCKED;HOLD;BLOCKED_FOR_CAUSAL_CLAIM;NO-GO_SCIENTIFIC_THRESHOLD;""v0_gfas_era5_real|THRESHOLD_DEFINED_AS_INDEXED_METHOD;BLOCKED_SPATIAL_SMOKE_CLAIM;BLOCKED_POPULATION_EXPOSURE_CLAIM"""
