"file"	"line"	"text"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"309"	"if not any(t in sci_upper for t in [""APA"", ""QUALAR"", ""EEA"", ""PORTUGUESE_AQ_ANCHORED_PROXY_CONCORDANCE""]):"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\qa_gate_v2.py"	"311"	"notes.append(""Portuguese AQ anchored proxy claimed without APA/QualAr/EEA trace in scientific gate artifacts"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"85"	"f.write(f""[{now_iso()}] STEP7 {msg}\n"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"386"	"rasters_3763 = work_dir / ""rasters_3763_step7_pop"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1119"	"rasters = work_dir / ""rasters_3763_step7_built"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1307"	"def build_causal_matrix("
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1318"	"smoke_route_blocked: bool = False,"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1368"	"missing_components: List[str] = []"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1370"	"missing_components.append(""WRB"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1372"	"missing_components.append(""WUI"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1373"	"if smoke_route_blocked:"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1374"	"missing_components.append(""SMOKE_ROUTE_BLOCKED"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1387"	"qa_flag = ""HOLD"" if missing_components else ""OK"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1388"	"threshold_gate_status = ""BLOCKED_FOR_CAUSAL_CLAIM"" if missing_components else ""THRESHOLD_DEFINED_AS_INDEXED_METHOD"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1389"	"causal_scientific_status = ""NO-GO_SCIENTIFIC_THRESHOLD"" if missing_components else ""THRESHOLD_DEFINED_AS_INDEXED_METHOD"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1415"	"""missing_components"": ""|"".join(missing_components),"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1416"	"""qa_flag"": qa_flag,"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1418"	"""causal_matrix_scientific_status"": causal_scientific_status,"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1447"	"""missing_components"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1448"	"""qa_flag"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1450"	"""causal_matrix_scientific_status"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1467"	"out_json = causal_dir / ""causal_matrix_IECH_NUTS3.json"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1468"	"out_txt = causal_dir / ""causal_matrix_IECH_NUTS3.txt"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1469"	"out_sha = causal_dir / ""causal_matrix_sha256_checkpoints.txt"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1478"	"n_hold = sum(1 for r in rows_nuts if (r.get(""qa_flag"") or """") == ""HOLD"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1490"	"f""wrb={r.get('dominant_wrb_class')} | wui={r.get('wui_proxy')} | missing={r.get('missing_components')}"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1495"	"""STEP7_MATRIZ_CAUSAL checkpoint"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1506"	"out_audit = causal_dir / ""causal_matrix_audit.tsv"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1507"	"n_missing = sum(1 for r in rows_nuts if (r.get(""missing_components"") or """").strip() != """")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1508"	"n_wrb_missing = sum(1 for r in rows_nuts if ""WRB"" in str(r.get(""missing_components"") or """"))"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1509"	"n_wui_missing = sum(1 for r in rows_nuts if ""WUI"" in str(r.get(""missing_components"") or """"))"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1513"	"[""rows_hold"", n_hold, ""HOLD"" if n_hold > 0 else ""PASS"", ""qa_flag HOLD rows""],"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1514"	"[""rows_missing_components"", n_missing, ""HOLD"" if n_missing > 0 else ""PASS"", ""rows with non-empty missing_components""],"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1519"	"qa_audit = causal_dir.parent.parent / ""qa"" / ""causal_matrix_audit.tsv"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1650"	"str(meta.get(""causal_matrix_decision"", """")),"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1667"	"""causal_matrix_decision"","
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1894"	"causal_dir = brief_dir / ""causal_matrix"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1908"	"causal_csv = causal_dir / ""causal_matrix_IECH_NUTS3.csv"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1938"	"causal_hold = sum(1 for r in causal_rows if (r.get(""qa_flag"") or """").strip().upper() == ""HOLD"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1941"	"miss = (r.get(""missing_components"") or """").strip()"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"1976"	"lines.append(f""- fire_gpkgs_tm06: {len(fire)} capas 2015-2024."")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"2034"	"lines.append(f""- Filas en HOLD por missing_components: {causal_hold}."")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"2075"	"f.write(f""[{now_iso()}] STEP7 run completed and outputs refreshed.\n"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"2088"	"causal_dir = brief_dir / ""causal_matrix"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"2089"	"work_dir = output_root / ""_step7_work"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"2190"	"smoke_route_blocked = route_selected in (""BLOCKED_DECODER_REQUIRED"", ""v0_parquet_proxy_degraded"", ""NO-GO_SMOKE_ROUTE"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"2194"	"smoke_route_blocked = True"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"2199"	"smoke_route_context_parts.append(""BLOCKED_SPATIAL_SMOKE_CLAIM"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"2204"	"out_causal_nuts_csv = causal_dir / ""causal_matrix_IECH_NUTS3.csv"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"2205"	"rows_nuts = build_causal_matrix("
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"2216"	"smoke_route_blocked=smoke_route_blocked,"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"2220"	"out_causal_muni_csv = causal_dir / ""causal_matrix_IECH_municipio.csv"""
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"2221"	"build_causal_matrix("
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"2232"	"smoke_route_blocked=smoke_route_blocked,"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"2266"	"print(""OK STEP7_MATRIZ_CAUSAL_EXTENDED"")"
"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\01_REPO_COPY\pipeline\RUN_QGIS\STEP7_MATRIZ_CAUSAL\step7_matriz_causal.py"	"2273"	"print(""FAIL STEP7_MATRIZ_CAUSAL_EXTENDED:"", exc)"
